RecordType,Survey,Quarter,Country,Ship,Gear,SweepLngt,GearEx,DoorType,StNo,HaulNo,Year,Month,Day,TimeShot,DepthStratum,HaulDur,DayNight,ShootLat,ShootLong,HaulLat,HaulLong,StatRec,HaulVal,HydroStNo,StdSpecRecCode,BySpecRecCode,DataType,Netopening,Rigging,Tickler,Distance,Warplngt,Warpdia,WarpDen,DoorSurface,DoorWgt,DoorSpread,WingSpread,Buoyancy,KiteDim,WgtGroundRope,TowDir,GroundSpeed,SpeedWater,SurCurDir,SurCurSpeed,BotCurDir,BotCurSpeed,WindDir,WindSpeed,SwellDir,SwellHeight,SurTemp,BotTemp,SurSal,BotSal,ThermoCline,ThClineDepth,CodendMesh,SecchiDepth,Turbidity,TidePhase,TideSpeed,PelSampType,MinTrawlDepth,MaxTrawlDepth,meanLong,meanLat,BeamWidth,SweptAreaDSKM2,SweptAreaWSKM2,SweptAreaBWKM2,Flag_SweptAreaDSKM2,Flag_SweptAreaWSKM2,Flag_SweptAreaBWKM2,Depth_gam,DateofCalculation
HH,NS-IBTS,3,GB-SCT,749S,ABD,NA,NA,NA,325,48,1996,8,18,1649,NA,60,D,59.2667,1.7833,59.2667,1.7833,47F1,V,74SC0271,1,1,C,-9,NA,NA,8056.921558,NA,NA,NA,-9,NA,87.46509786,20.95317607,NA,-9,NA,5,NA,-9,230,0.1,NA,-9,135,10,130,0.7,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7833,59.2667,NA,0.704699433,0.168818096,NA,NA,NA,NA,114,20213009
HH,NS-IBTS,3,GB-SCT,749S,ABD,NA,NA,NA,320,43,1996,8,17,1551,NA,32,D,59.1833,3.4333,59.1833,3.4333,47F3,V,74SC0267,1,1,C,-9,NA,NA,4297.024831,NA,NA,NA,-9,NA,108.0584466,23.19262356,NA,-9,NA,187,NA,-9,217,0.1,NA,-9,187,1,187,0.5,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4333,59.1833,NA,0.464329828,0.099659279,NA,NA,NA,NA,205,20213009
HH,NS-IBTS,3,GB-SCT,749S,ABD,NA,NA,NA,326,49,1996,8,18,2034,NA,60,N,59.2500,2.4000,59.25,2.4,47F2,V,74SC0272,1,1,C,-9,NA,NA,8056.921558,NA,NA,NA,-9,NA,90.63330536,21.29770645,NA,-9,NA,1,NA,-9,8,0.2,NA,-9,145,8,145,0.6,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,59.25,NA,0.730225432,0.17159395,NA,NA,NA,NA,128,20213009
HH,NS-IBTS,3,GB-SCT,749S,ABD,NA,NA,NA,327,50,1996,8,19,555,NA,59,D,59.6333,1.7500,59.6333,1.75,48F1,V,74SC0273,1,1,C,-9,NA,NA,7922.639532,NA,NA,NA,-9,NA,89.95440375,21.22387851,NA,-9,NA,150,NA,-9,250,0.2,NA,-9,145,10,140,1.8,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.75,59.6333,NA,0.712676315,0.168149139,NA,NA,NA,NA,125,20213009
HH,NS-IBTS,3,GB-SCT,749S,ABD,NA,NA,NA,328,51,1996,8,19,914,NA,60,D,59.7000,2.3833,59.7,2.3833,48F2,V,74SC0274,1,1,C,-9,NA,NA,8056.921558,NA,NA,NA,-9,NA,87.23879732,20.92856675,NA,-9,NA,15,NA,-9,8,0.2,NA,-9,168,15,140,1.5,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3833,59.7,NA,0.702876147,0.168619821,NA,NA,NA,NA,113,20213009
HH,NS-IBTS,3,GB-SCT,749S,ABD,NA,NA,NA,329,52,1996,8,19,1316,NA,60,D,60.1833,2.1167,60.1833,2.1167,49F2,V,74SC0275,1,1,C,-9,NA,NA,8056.921558,NA,NA,NA,-9,NA,84.29689035,20.60864568,NA,-9,NA,356,NA,-9,176,0.2,NA,-9,156,13,156,1.5,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1167,60.1833,NA,0.679173433,0.166042242,NA,NA,NA,NA,100,20213009
HH,NS-IBTS,3,GB-SCT,749S,ABD,NA,NA,NA,304,27,1996,8,12,1903,NA,60,D,56.0000,4.1833,56,4.1833,41F4,V,74SC0253,1,1,C,-9,NA,NA,8056.921558,NA,NA,NA,-9,NA,74.11336623,19.50122659,NA,-9,NA,350,NA,-9,64,0.2,NA,-9,360,0,20,0.2,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.1833,56,NA,0.597125578,0.157119853,NA,NA,NA,NA,55,20213009
HH,NS-IBTS,3,GB-SCT,749S,ABD,NA,NA,NA,305,28,1996,8,13,550,NA,60,D,56.2333,3.6667,56.2333,3.6667,41F3,V,74SC0254,1,1,C,-9,NA,NA,8056.921558,NA,NA,NA,-9,NA,75.92377052,19.6981011,NA,-9,NA,340,NA,-9,40,0.2,NA,-9,90,5,96,0.2,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6667,56.2333,NA,0.611711864,0.158706055,NA,NA,NA,NA,63,20213009
HH,NS-IBTS,3,GB-SCT,749S,ABD,NA,NA,NA,306,29,1996,8,13,918,NA,60,D,56.6833,3.5333,56.6833,3.5333,42F3,V,74SC0255,1,1,C,-9,NA,NA,8056.921558,NA,NA,NA,-9,NA,75.01856838,19.59966384,NA,-9,NA,55,NA,-9,60,0.1,NA,-9,45,13,45,1.3,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5333,56.6833,NA,0.604418721,0.157912954,NA,NA,NA,NA,59,20213009
HH,NS-IBTS,3,GB-SCT,749S,ABD,NA,NA,NA,307,30,1996,8,13,1203,NA,60,D,56.7000,4.0667,56.7,4.0667,42F4,V,74SC0256,1,1,C,-9,NA,NA,8056.921558,NA,NA,NA,-9,NA,72.98186355,19.37818003,NA,-9,NA,52,NA,-9,45,0.3,NA,-9,45,10,45,1.4,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.0667,56.7,NA,0.58800915,0.156128476,NA,NA,NA,NA,50,20213009
HH,NS-IBTS,3,GB,74CZ,GOV,50,NA,P,154,61,1998,9,6,1220,NA,30,D,60.2667,0.5667,60.3,0.5667,49F0,V,155,1,1,C,4.5,NA,NA,3710.20544,579,24,NA,4.5,1400,96,21.41429723,175,0.7,210,360,NA,-9,NA,-9,NA,-9,140,25,140,1.8,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5667,60.28335,NA,0.355467941,0.084954957,NA,NA,NA,NA,153,20213009
HH,NS-IBTS,3,GB,74CZ,GOV,50,NA,P,161,63,1998,9,7,557,NA,30,D,60.2333,2.1000,60.2833,2.1,49F2,V,160,1,1,C,4.6,NA,NA,5570.857957,457,24,NA,4.5,1400,92,20.47771103,175,0.7,210,3,NA,-9,NA,-9,NA,-9,160,13,140,1.2,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,60.2583,NA,0.325305225,0.076433912,NA,NA,NA,NA,100,20213009
HH,NS-IBTS,3,GB,74CZ,GOV,50,NA,P,163,64,1998,9,7,956,NA,30,D,60.1500,3.1000,60,3.1167,49F3,V,164,1,1,C,4.4,NA,NA,3634.873023,579,24,NA,4.5,1400,91,21.0255256,175,0.7,210,112,NA,-9,NA,-9,NA,-9,160,18,140,1.2,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.10835,60.075,NA,0.321769299,0.079381019,NA,NA,NA,NA,131,20213009
HH,NS-IBTS,3,GB,74CZ,GOV,50,NA,P,148,59,1998,9,5,2003,NA,30,N,59.2833,1.6500,59.3167,1.65,47F1,V,149,1,1,C,4.4,NA,NA,3720.789048,475,24,NA,4.5,1400,93,20.79579691,175,0.7,210,360,NA,-9,NA,-9,NA,-9,140,18,110,1.8,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.65,59.3,NA,0.345393681,0.082164746,NA,NA,NA,NA,118,20213009
HH,NS-IBTS,3,GB,74CZ,GOV,50,NA,P,146,58,1998,9,5,1733,NA,30,D,59.2667,2.1167,59.3,2.1167,47F2,V,147,1,1,C,3.6,NA,NA,3709.639447,488,24,NA,4.5,1400,98,20.77812547,175,0.7,210,357,NA,-9,NA,-9,NA,-9,140,24,110,1.8,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1167,59.28335,NA,0.362873524,0.081821121,NA,NA,NA,NA,117,20213009
HH,NS-IBTS,3,GB,74CZ,GOV,50,NA,P,180,71,1998,9,9,1415,NA,30,D,59.2667,-1.1500,59.2667,-1.2167,47E8,V,181,1,1,C,4.8,NA,NA,3803.895709,503,24,NA,4.5,1400,84,20.84881122,175,0.7,210,282,NA,-9,NA,-9,NA,-9,160,10,160,1.2,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.18335,59.2667,NA,0.31838101,0.084149122,NA,NA,NA,NA,121,20213009
HH,NS-IBTS,3,GB,74CZ,GOV,50,NA,P,152,60,1998,9,6,607,NA,30,D,59.2167,0.9000,59.25,0.85,47F0,V,151,1,1,C,4.7,NA,NA,4680.611364,488,24,NA,4.5,1400,93,20.7427826,175,0.7,210,323,NA,-9,NA,-9,NA,-9,140,14,140,1.8,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.875,59.23335,NA,0.434214096,0.102921964,NA,NA,NA,NA,115,20213009
HH,NS-IBTS,3,DE,06NI,GOV,NA,NA,P,777,79,1997,9,22,1358,NA,30,D,55.7667,6.4167,55.7667,6.4667,40F6,V,88888888,1,1,C,4.2,NA,NA,3793,NA,NA,NA,-9,NA,80.20403885,18.43814388,NA,-9,NA,80,4,-9,NA,-9,NA,-9,340,12,NA,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.4417,55.7667,NA,0.304213919,0.06993588,NA,NA,NA,NA,44,20213009
HH,NS-IBTS,3,DE,06NI,GOV,NA,NA,P,775,77,1997,9,22,801,NA,30,D,55.7833,4.7167,55.7833,4.7833,40F4,V,88888888,1,1,C,4.2,NA,NA,3904,NA,NA,NA,-9,NA,79.36919773,18.34488395,NA,-9,NA,90,4,-9,NA,-9,NA,-9,305,12,NA,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.75,55.7833,NA,0.309857348,0.071618427,NA,NA,NA,NA,39,20213009
HH,NS-IBTS,3,DE,06NI,GOV,NA,NA,P,676,4,1997,9,7,1426,NA,30,D,56.1667,7.3500,56.1667,7.4167,41F7,V,88888888,1,1,C,4.4,NA,NA,3819,NA,NA,NA,-9,NA,77.6995155,18.1583641,NA,-9,NA,90,4,-9,NA,-9,NA,-9,290,20,NA,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.38335,56.1667,NA,0.29673445,0.069346793,NA,NA,NA,NA,29,20213009
HH,NS-IBTS,3,DE,06NI,GOV,NA,NA,P,677,5,1997,9,8,445,NA,30,D,56.2333,6.3500,56.2333,6.4167,41F6,V,88888888,1,1,C,4.2,NA,NA,3797,NA,NA,NA,-9,NA,80.37100708,18.45679586,NA,-9,NA,95,4,-9,NA,-9,NA,-9,280,30,NA,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.38335,56.2333,NA,0.305168714,0.070080454,NA,NA,NA,NA,45,20213009
HH,NS-IBTS,3,DE,06NI,GOV,NA,NA,P,678,6,1997,9,8,1019,NA,30,D,56.2500,5.5000,56.25,5.5667,41F5,V,88888888,1,1,C,4.2,NA,NA,3945,NA,NA,NA,-9,NA,82.54159399,18.69927167,NA,-9,NA,80,4,-9,NA,-9,NA,-9,300,32,NA,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.53335,56.25,NA,0.325626588,0.073768627,NA,NA,NA,NA,58,20213009
HH,NS-IBTS,3,DE,06NI,GOV,NA,NA,P,687,12,1997,9,10,1256,NA,30,D,56.7000,5.3833,56.6667,5.35,42F5,V,88888888,1,1,C,3.9,NA,NA,3645,NA,NA,NA,-9,NA,82.70856221,18.71792365,NA,-9,NA,215,4,-9,NA,-9,NA,-9,310,30,NA,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.36665,56.68335,NA,0.301472709,0.068226832,NA,NA,NA,NA,59,20213009
HH,NS-IBTS,3,DE,06NI,GOV,NA,NA,P,727,42,1997,9,16,925,NA,30,D,57.8500,-0.9167,57.85,-0.85,44E9,V,88888888,1,1,C,4,NA,NA,3810,NA,NA,NA,-9,NA,88.71941827,19.38939512,NA,-9,NA,87,4,-9,NA,-9,NA,-9,185,27,NA,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.88335,57.85,NA,0.338020984,0.073873595,NA,NA,NA,NA,95,20213009
HH,NS-IBTS,3,GB,74CZ,GOV,50,NA,P,182,72,1998,9,9,1756,NA,30,D,59.2167,-0.4500,59.2,-0.5,47E9,V,183,1,1,C,4.5,NA,NA,3408.784814,519,24,NA,4.5,1400,93,21.1668971,175,0.7,210,237,NA,-9,NA,-9,NA,-9,160,11,160,1.2,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.475,59.20835,NA,0.316046127,0.076928602,NA,NA,NA,NA,139,20213009
HH,NS-IBTS,3,GB,74CZ,GOV,50,NA,P,144,57,1998,9,5,1244,NA,30,D,59.2000,3.3833,59.2333,3.3833,47F3,V,145,1,1,C,4.5,NA,NA,3709.601301,610,24,NA,4.5,1400,93,21.96211181,175,0.7,210,355,NA,-9,NA,-9,NA,-9,110,25,110,2.1,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3833,59.21665,NA,0.344359568,0.087179632,NA,NA,NA,NA,184,20213009
HH,NS-IBTS,3,GB,74CZ,GOV,50,NA,P,178,70,1998,9,9,959,NA,30,D,59.0333,-2.0333,59.05,-2.0833,47E7,V,179,1,1,C,4.8,NA,NA,3420.422036,381,24,NA,4.5,1400,78.32584568,20.0889394,175,0.7,210,320,NA,-9,NA,-9,NA,-9,160,15,160,1.2,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.0583,59.04165,NA,0.290061282,0.071189598,NA,NA,NA,NA,78,20213009
HH,NS-IBTS,3,GB,74CZ,GOV,50,NA,P,141,56,1998,9,5,720,NA,30,D,58.4500,3.9500,58.4667,3.8833,45F3,V,142,1,1,C,4.6,NA,NA,4315.136982,610,24,NA,4.5,1400,95,21.46731155,175,0.7,210,302,NA,-9,NA,-9,NA,-9,110,26,110,2.4,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.91665,58.45835,NA,0.408623932,0.098955802,NA,NA,NA,NA,156,20213009
HH,NS-IBTS,3,GB,74CZ,GOV,50,NA,P,134,53,1998,9,1,1548,NA,30,D,58.4000,0.7333,58.4333,0.7167,45F0,V,135,1,1,C,4.2,NA,NA,3833.92127,579,24,NA,4.5,1400,99,21.32594004,175,0.7,210,341,NA,-9,NA,-9,NA,-9,130,28,140,2.4,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.725,58.41665,NA,0.378864062,0.087394887,NA,NA,NA,NA,148,20213009
HH,NS-IBTS,3,GB,74CZ,GOV,50,NA,P,186,73,1998,9,10,621,NA,30,D,58.3500,-2.5667,58.3833,-2.5667,45E7,V,185,1,1,C,5.3,NA,NA,3709.111042,244,24,NA,4.5,1400,74,19.50578195,175,0.7,210,359,NA,-9,NA,-9,NA,-9,290,8,290,0.6,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.5667,58.36665,NA,0.274006538,0.071568937,NA,NA,NA,NA,45,20213009
HH,NS-IBTS,3,GB,74CZ,GOV,50,NA,P,139,55,1998,9,3,1354,NA,30,D,58.2333,2.7000,58.2667,2.7,45F2,V,140,1,1,C,4.8,NA,NA,3720.181443,351,24,NA,4.5,1400,88,19.96523933,175,0.7,210,356,NA,-9,NA,-9,NA,-9,120,26,110,2.4,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7,58.25,NA,0.326824128,0.076519918,NA,NA,NA,NA,71,20213009
HH,NS-IBTS,3,GB,74CZ,GOV,50,NA,P,190,75,1998,9,10,1522,NA,30,D,58.2333,-0.5500,58.25,-0.5167,45E9,V,191,1,1,C,4.5,NA,NA,2699.110892,494,24,NA,4.5,1400,91,20.67209684,175,0.7,210,60,NA,-9,NA,-9,NA,-9,0,0,0,0,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.53335,58.24165,NA,0.244966999,0.059047178,NA,NA,NA,NA,111,20213009
HH,NS-IBTS,3,GB,74CZ,GOV,50,NA,P,137,54,1998,9,3,625,NA,30,D,58.2167,1.4333,58.25,1.45,45F1,V,136,1,1,C,4.5,NA,NA,3836.593177,473,24,NA,4.5,1400,89,20.58373965,175,0.7,210,10,NA,-9,NA,-9,NA,-9,120,24,110,2.4,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.44165,58.23335,NA,0.340840854,0.083462243,NA,NA,NA,NA,106,20213009
HH,NS-IBTS,3,GB,74CZ,GOV,50,NA,P,91,35,1998,8,25,1534,NA,30,D,58.1000,4.7333,58.0833,4.8,45F4,V,92,1,1,C,4.6,NA,NA,4351.618917,594,24,NA,4.5,1400,90,21.52032586,175,0.7,210,105,NA,-9,NA,-9,NA,-9,330,25,330,2.4,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.76665,58.09165,NA,0.390398247,0.100061144,NA,NA,NA,NA,159,20213009
HH,NS-IBTS,3,GB,74CZ,GOV,50,NA,P,188,74,1998,9,10,1156,NA,30,D,58.0000,-1.1833,58.0167,-1.2167,45E8,V,189,1,1,C,4.6,NA,NA,2712.671868,473,24,NA,4.5,1400,89,20.63675397,175,0.7,210,326,NA,-9,NA,-9,NA,-9,360,0,0,0,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.2,58.00835,NA,0.240790422,0.059193744,NA,NA,NA,NA,109,20213009
HH,NS-IBTS,3,GB,74CZ,GOV,50,NA,P,194,76,1998,9,11,624,NA,30,D,57.9000,-0.2833,57.8667,-0.3,44E9,V,193,1,1,C,4.5,NA,NA,3838.872481,473,24,NA,4.5,1400,91,20.61908253,175,0.7,210,203,NA,-9,NA,-9,NA,-9,290,22,290,1.8,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.29165,57.88335,NA,0.348724837,0.083735049,NA,NA,NA,NA,108,20213009
HH,NS-IBTS,3,DK,26D4,GOV,110,NA,P,102,48,1998,9,14,1556,NA,30,D,58.0500,4.8500,NA,NA,45F4,V,NA,1,1,C,-9,NA,NA,3704,550,20,NA,4.5,1250,107,21.99927749,172,1,210,NA,NA,-9,NA,-9,NA,-9,NA,NA,NA,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.85,58.05,NA,0.420826876,0.083303099,NA,NA,NA,NA,137,20213009
HH,NS-IBTS,3,GB,74CZ,GOV,50,NA,P,93,36,1998,8,25,1849,NA,30,D,57.8500,4.5833,57.8167,4.6,44F4,V,94,1,1,C,4.8,NA,NA,3839.199079,396,24,NA,4.5,1400,85,20.44236815,175,0.7,210,167,NA,-9,NA,-9,NA,-9,330,15,330,2.1,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.59165,57.83335,NA,0.325762057,0.082610482,NA,NA,NA,NA,98,20213009
HH,NS-IBTS,3,DE,06NI,GOV,NA,NA,P,700,109,1996,7,30,1638,NA,30,D,53.8500,5.2667,53.85,5.3167,36F5,V,88888888,1,1,C,4.8,NA,NA,4171,NA,NA,NA,-9,NA,78.70132484,18.27027601,NA,-9,NA,95,4,-9,NA,-9,NA,-9,240,8,NA,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.2917,53.85,NA,0.328263226,0.076205321,NA,NA,NA,NA,35,20213009
HH,NS-IBTS,3,DE,06NI,GOV,NA,NA,P,701,110,1996,7,31,417,NA,30,D,53.9333,6.4333,53.9333,6.4833,36F6,V,88888888,1,1,C,5,NA,NA,3797,NA,NA,NA,-9,NA,77.36557905,18.12106013,NA,-9,NA,90,4,-9,NA,-9,NA,-9,215,8,NA,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.4583,53.9333,NA,0.293757104,0.068805665,NA,NA,NA,NA,27,20213009
HH,NS-IBTS,3,DE,06NI,GOV,NA,NA,P,702,111,1996,7,31,823,NA,30,D,54.2500,5.6000,54.2667,5.5667,37F5,V,88888888,1,1,C,4.8,NA,NA,3748,NA,NA,NA,-9,NA,79.53616596,18.36353594,NA,-9,NA,295,4,-9,NA,-9,NA,-9,245,16,NA,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.58335,54.25835,NA,0.29810155,0.068826533,NA,NA,NA,NA,40,20213009
HH,NS-IBTS,3,DE,06NI,GOV,NA,NA,P,703,112,1996,7,31,1118,NA,30,D,54.6833,5.5667,54.7167,5.5667,38F5,V,88888888,1,1,C,5.1,NA,NA,3754,NA,NA,NA,-9,NA,80.03707063,18.41949189,NA,-9,NA,355,4,-9,NA,-9,NA,-9,240,15,NA,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5667,54.7,NA,0.300459163,0.069146773,NA,NA,NA,NA,43,20213009
HH,NS-IBTS,3,DE,06NI,GOV,NA,NA,P,693,102,1996,7,29,711,NA,30,D,55.2500,4.5833,55.2333,4.5333,39F4,V,88888888,1,1,C,5.2,NA,NA,3737,NA,NA,NA,-9,NA,80.70494352,18.49409983,NA,-9,NA,230,4,-9,NA,-9,NA,-9,170,16,NA,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5583,55.24165,NA,0.301594374,0.069112451,NA,NA,NA,NA,47,20213009
HH,NS-IBTS,3,DE,06NI,GOV,NA,NA,P,704,113,1996,7,31,1445,NA,30,D,54.7667,6.4333,54.75,6.4833,38F6,V,88888888,1,1,C,4.6,NA,NA,3693,NA,NA,NA,-9,NA,79.53616596,18.36353594,NA,-9,NA,110,4,-9,NA,-9,NA,-9,240,12,NA,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.4583,54.75835,NA,0.293727061,0.067816538,NA,NA,NA,NA,40,20213009
HH,NS-IBTS,3,FR,35HT,GOV,50,NA,P,A093,39,1996,9,8,1610,NA,30,D,55.1500,6.3500,55.15,6.35,39F6,V,9093,1,1,C,6,NA,NA,3704,260,26,NA,4.5,1300,73,17.19578757,145,0.7,210,354,3.7,3.8,NA,-9,NA,-9,348,13,NA,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.35,55.15,NA,0.270392,0.063693197,NA,NA,NA,NA,42,20213009
HH,NS-IBTS,3,GB,74CZ,GOV,50,NA,P,132,52,1998,9,1,1041,NA,30,D,57.8167,1.5000,57.85,1.4667,44F1,V,133,1,1,C,4.8,NA,NA,4203.412443,396,24,NA,4.5,1400,85,20.28332521,175,0.7,210,342,NA,-9,NA,-9,NA,-9,130,30,140,2.1,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.48335,57.83335,NA,0.356561632,0.089208805,NA,NA,NA,NA,89,20213009
HH,NS-IBTS,3,GB,74CZ,GOV,50,NA,P,97,37,1998,8,26,502,NA,30,D,57.7333,3.4833,57.7333,3.55,44F3,V,95,1,1,C,5.2,NA,NA,3973.425557,336,24,NA,4.5,1400,78,19.89455358,175,0.7,210,76,NA,-9,NA,-9,NA,-9,345,16,345,1.5,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.51665,57.7333,NA,0.30884003,0.080919584,NA,NA,NA,NA,67,20213009
HH,NS-IBTS,3,GB,74CZ,GOV,50,NA,P,90,34,1998,8,25,846,NA,30,D,57.6833,4.7167,57.65,4.6833,44F4,I,NA,1,1,C,4.7,NA,NA,4210.450878,396,24,NA,4.5,1400,88,20.30099665,175,0.7,210,216,NA,-9,NA,-9,NA,-9,290,25,330,1.8,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.7,57.66665,NA,0.370519677,0.085476349,NA,NA,NA,NA,90,20213009
HH,NS-IBTS,3,GB,74CZ,GOV,50,NA,P,88,33,1998,8,25,605,NA,30,D,57.6667,5.0667,57.6333,5.05,44F5,V,87,1,1,C,4.8,NA,NA,3851.155131,396,24,NA,4.5,1400,83,20.3716824,175,0.7,210,199,NA,-9,NA,-9,NA,-9,290,22,330,1.8,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.05835,57.65,NA,0.319096383,0.082387566,NA,NA,NA,NA,94,20213009
HH,NS-IBTS,3,GB,74CZ,GOV,50,NA,P,131,51,1998,9,1,602,NA,30,D,57.5000,0.5500,57.5167,0.5,44F0,V,130,1,1,C,4.7,NA,NA,3527.235076,396,24,NA,4.5,1400,85,20.21263946,175,0.7,210,304,NA,-9,NA,-9,NA,-9,130,20,140,1.8,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.525,57.50835,NA,0.298927722,0.074308964,NA,NA,NA,NA,85,20213009
HH,NS-IBTS,3,GB,74CZ,GOV,50,NA,P,98,38,1998,8,26,948,NA,30,D,57.3500,2.4333,57.3167,2.4667,43F2,V,99,1,1,C,4.9,NA,NA,4218.948536,366,24,NA,4.5,1400,82,20.14195371,175,0.7,210,151,NA,-9,NA,-9,NA,-9,345,15,345,1.2,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.45,57.33335,NA,0.345267917,0.088369687,NA,NA,NA,NA,81,20213009
HH,NS-IBTS,3,GB,74CZ,GOV,50,NA,P,125,49,1998,8,31,1045,NA,14,D,57.2667,-1.3833,57.25,-1.4167,43E8,I,126,1,1,C,4.7,NA,NA,2742.603306,381,24,NA,4.5,1400,87,20.44236815,175,0.7,210,255,NA,-9,NA,-9,NA,-9,150,18,150,1.2,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.4,57.25835,NA,0.238606488,0.056065306,NA,NA,NA,NA,98,20213009
HH,NS-IBTS,3,GB,74CZ,GOV,50,NA,P,195,77,1998,9,11,1218,NA,30,D,57.2333,-1.1833,57.2333,-1.1167,43E8,V,196,1,1,C,4.8,NA,NA,4022.048428,381,24,NA,4.5,1400,86,20.28332521,175,0.7,210,90,NA,-9,NA,-9,NA,-9,310,20,290,1.8,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.15,57.2333,NA,0.34469195,0.085236327,NA,NA,NA,NA,89,20213009
